LR999924.1 1 100000 0 
LR999937.1 11600001 11700000 3 18996
LR999937.1 11700001 11800000 1 3073
LR999937.1 11800001 11900000 1 1663
LR999937.1 11900001 12000000 1 10288
LR999937.1 12000001 12100000 4 22048
LR999937.1 12100001 12200000 2 7937
LR999937.1 12200001 12300000 4 17506
LR999937.1 12300001 12400000 3 13788
LR999937.1 12400001 12500000 1 1310
LR999937.1 12500001 12600000 0 
LR999937.1 12600001 12700000 0 
LR999937.1 12700001 12800000 0 
LR999937.1 12800001 12900000 1 2591
LR999937.1 12900001 13000000 0 
LR999937.1 13000001 13100000 0 
LR999937.1 13100001 13200000 1 3153
LR999937.1 13200001 13300000 0 
LR999937.1 13300001 13400000 0 
LR999937.1 13400001 13500000 0 
LR999937.1 13500001 13600000 3 10764
LR999937.1 13600001 13700000 6 23891
LR999937.1 13700001 13800000 5 30414
LR999937.1 13800001 13900000 6 16060
LR999937.1 13900001 14000000 2 6343
LR999937.1 14000001 14100000 0 
LR999937.1 14100001 14200000 0 
LR999937.1 14200001 14300000 1 33918
LR999937.1 14300001 14400000 2 14844
LR999937.1 14400001 14500000 5 12506
LR999937.1 14500001 14600000 5 14469
LR999937.1 14600001 14615999 0 
LR999938.1 1 100000 1 4814
LR999938.1 100001 200000 0 
LR999938.1 200001 300000 0 
LR999938.1 300001 400000 0 
LR999938.1 400001 500000 1 5430
LR999938.1 500001 600000 2 2319
LR999938.1 600001 700000 1 713
LR999938.1 700001 800000 1 542
LR999938.1 800001 900000 2 12898
LR999938.1 900001 1000000 3 7061
LR999938.1 1000001 1100000 6 22456
LR999938.1 1100001 1200000 0 
LR999938.1 1200001 1300000 0 
LR999938.1 1300001 1400000 8 21169
LR999938.1 1400001 1500000 4 17288
LR999938.1 1500001 1600000 1 9326
LR999938.1 1600001 1700000 0 
LR999938.1 1700001 1800000 1 6866
LR999938.1 1800001 1900000 0 
LR999938.1 1900001 2000000 1 19399
LR999938.1 2000001 2100000 1 2726
LR999938.1 2100001 2200000 0 
LR999938.1 2200001 2300000 2 8487
LR999938.1 2300001 2400000 0 
LR999938.1 2400001 2500000 0 
LR999938.1 2500001 2600000 1 4043
LR999938.1 2600001 2700000 3 25819
LR999938.1 2700001 2800000 8 38960
LR999938.1 2800001 2900000 0 
LR999938.1 2900001 3000000 8 40673
LR999938.1 3000001 3100000 4 15727
LR999938.1 3100001 3200000 4 25598
LR999938.1 3200001 3300000 3 18455
LR999938.1 3300001 3400000 1 1421
LR999938.1 3400001 3500000 4 40894
LR999938.1 3500001 3600000 2 4587
LR999938.1 3600001 3700000 2 67460
LR999938.1 3700001 3800000 1 11551
LR999938.1 3800001 3900000 1 13044
LR999938.1 3900001 4000000 1 647
LR999938.1 4000001 4100000 1 3800
LR999938.1 4100001 4200000 0 
LR999938.1 4200001 4300000 3 12743
LR999938.1 4300001 4400000 0 
LR999938.1 4400001 4500000 1 2356
LR999938.1 4500001 4600000 6 36262
LR999938.1 4600001 4700000 3 17005
LR999938.1 4700001 4800000 3 13532
LR999938.1 4800001 4900000 1 4146
LR999938.1 4900001 5000000 1 7555
LR999938.1 5000001 5100000 1 1310
LR999938.1 5100001 5200000 0 
LR999938.1 5200001 5300000 0 
LR999938.1 5300001 5400000 0 
LR999938.1 5400001 5500000 3 10147
LR999938.1 5500001 5600000 1 4251
LR999938.1 5600001 5700000 0 
LR999938.1 5700001 5800000 2 11633
LR999938.1 5800001 5900000 0 
LR999938.1 5900001 6000000 3 10820
LR999938.1 6000001 6100000 0 
LR999938.1 6100001 6200000 3 9736
LR999938.1 6200001 6300000 5 9362
LR999938.1 6300001 6400000 0 
LR999938.1 6400001 6500000 0 
LR999938.1 6500001 6600000 1 3867
LR999938.1 6600001 6700000 0 
LR999938.1 6700001 6800000 3 10529
LR999938.1 6800001 6900000 6 25654
LR999938.1 6900001 7000000 1 1347
LR999938.1 7000001 7100000 0 
LR999938.1 7100001 7200000 3 10865
LR999938.1 7200001 7300000 2 5111
LR999938.1 7300001 7400000 1 2749
LR999938.1 7400001 7500000 2 1827
LR999938.1 7500001 7600000 1 4594
LR999938.1 7600001 7700000 6 28151
LR999938.1 7700001 7800000 0 
LR999938.1 7800001 7900000 2 2748
LR999938.1 7900001 8000000 2 11958
LR999938.1 8000001 8100000 1 13387
LR999938.1 8100001 8200000 2 821
LR999938.1 8200001 8300000 4 23725
LR999938.1 8300001 8400000 2 9824
LR999938.1 8400001 8500000 3 13135
LR999938.1 8500001 8600000 7 37840
LR999938.1 8600001 8700000 2 7932
LR999938.1 8700001 8800000 2 4953
LR999938.1 8800001 8900000 0 
LR999938.1 8900001 9000000 1 15329
LR999938.1 9000001 9100000 8 33680
LR999938.1 9100001 9200000 9 38984
LR999938.1 9200001 9300000 4 7419
LR999938.1 9300001 9400000 2 4915
LR999938.1 9400001 9500000 1 4604
LR999938.1 9500001 9600000 0 
LR999938.1 9600001 9700000 2 1024
LR999938.1 9700001 9800000 1 2309
LR999938.1 9800001 9900000 1 3769
LR999938.1 9900001 10000000 1 287
LR999938.1 10000001 10100000 0 
LR999938.1 10100001 10200000 2 973
LR999938.1 10200001 10300000 3 19973
LR999938.1 10300001 10400000 1 635
LR999938.1 10400001 10500000 4 7804
LR999938.1 10500001 10600000 9 27200
LR999938.1 10600001 10700000 10 34807
LR999938.1 10700001 10800000 2 13774
LR999938.1 10800001 10900000 0 
LR999938.1 10900001 11000000 1 3131
LR999938.1 11000001 11100000 0 
LR999938.1 11100001 11200000 0 
LR999938.1 11200001 11300000 0 
LR999938.1 11300001 11400000 7 32309
LR999938.1 11400001 11500000 5 32310
LR999938.1 11500001 11600000 5 24884
LR999938.1 11600001 11700000 5 26068
LR999938.1 11700001 11800000 10 10264
LR999938.1 11800001 11900000 1 730
LR999938.1 11900001 12000000 3 6319
LR999938.1 12000001 12100000 5 6940
LR999938.1 12100001 12200000 1 502
LR999938.1 12200001 12300000 0 
LR999938.1 12300001 12400000 2 7889
LR999938.1 12400001 12500000 0 
LR999938.1 12500001 12600000 4 40380
LR999938.1 12600001 12700000 8 51504
LR999938.1 12700001 12800000 7 37974
LR999938.1 12800001 12900000 6 30566
LR999938.1 12900001 13000000 5 36434
LR999938.1 13000001 13100000 4 44057
LR999938.1 13100001 13200000 8 55124
LR999938.1 13200001 13300000 2 11691
LR999938.1 13300001 13400000 4 19232
LR999938.1 13400001 13500000 2 29683
LR999938.1 13500001 13600000 3 15982
LR999938.1 13600001 13700000 0 
LR999938.1 13700001 13800000 2 4239
LR999938.1 13800001 13900000 1 314
LR999938.1 13900001 14000000 0 
LR999938.1 14000001 14100000 4 32462
LR999938.1 14100001 14200000 2 24084
LR999938.1 14200001 14300000 1 44639
LR999938.1 14300001 14400000 3 12393
LR999938.1 14400001 14500000 4 37007
LR999938.1 14500001 14600000 13 41830
LR999938.1 14600001 14605406 0 
LR999939.1 1 100000 6 18726
LR999939.1 100001 200000 0 
LR999939.1 200001 300000 2 7858
LR999939.1 300001 400000 3 19709
LR999939.1 400001 500000 3 35114
LR999939.1 500001 600000 7 19360
LR999939.1 600001 700000 3 21433
LR999939.1 700001 800000 1 6075
LR999939.1 800001 900000 0 
LR999939.1 900001 1000000 0 
LR999939.1 1000001 1100000 1 2492
LR999939.1 1100001 1200000 4 11669
LR999939.1 1200001 1300000 0 
LR999939.1 1300001 1400000 0 
LR999939.1 1400001 1500000 0 
LR999939.1 1500001 1600000 1 9544
LR999939.1 1600001 1700000 1 3401
LR999939.1 1700001 1800000 0 
LR999939.1 1800001 1900000 0 
LR999939.1 1900001 2000000 0 
LR999939.1 2000001 2100000 0 
LR999939.1 2100001 2200000 1 2391
LR999939.1 2200001 2300000 2 3421
LR999939.1 2300001 2400000 0 
LR999939.1 2400001 2500000 1 740
LR999939.1 2500001 2600000 1 2649
LR999939.1 2600001 2700000 2 7636
LR999939.1 2700001 2800000 1 1958
LR999939.1 2800001 2900000 1 3170
LR999939.1 2900001 3000000 4 23730
LR999939.1 3000001 3100000 1 5377
LR999939.1 3100001 3200000 2 4192
LR999939.1 3200001 3300000 0 
LR999939.1 3300001 3400000 1 3144
LR999939.1 3400001 3500000 0 
LR999939.1 3500001 3600000 2 8486
LR999939.1 3600001 3700000 4 37215
LR999939.1 3700001 3800000 1 7426
LR999939.1 3800001 3900000 0 
LR999939.1 3900001 4000000 2 3707
LR999939.1 4000001 4100000 0 
LR999939.1 4100001 4200000 0 
LR999939.1 4200001 4300000 3 21467
LR999939.1 4300001 4400000 7 24461
LR999939.1 4400001 4500000 0 
LR999939.1 4500001 4600000 3 7334
LR999939.1 4600001 4700000 0 
LR999939.1 4700001 4800000 3 12753
LR999939.1 4800001 4900000 4 11538
LR999939.1 4900001 5000000 5 13915
LR999939.1 5000001 5100000 2 11634
LR999939.1 5100001 5200000 1 8661
LR999939.1 5200001 5300000 0 
LR999939.1 5300001 5400000 5 10745
LR999939.1 5400001 5500000 7 27011
LR999939.1 5500001 5600000 0 
LR999939.1 5600001 5700000 0 
LR999939.1 5700001 5800000 2 14269
LR999939.1 5800001 5900000 1 5467
LR999939.1 5900001 6000000 1 392
LR999939.1 6000001 6100000 7 28591
LR999939.1 6100001 6200000 11 33232
LR999939.1 6200001 6300000 6 20356
LR999939.1 6300001 6400000 9 43517
LR999939.1 6400001 6500000 1 836
LR999939.1 6500001 6600000 1 1390
LR999939.1 6600001 6700000 0 
LR999939.1 6700001 6800000 1 396
LR999939.1 6800001 6900000 8 27659
LR999939.1 6900001 7000000 4 22312
LR999939.1 7000001 7100000 2 6998
LR999939.1 7100001 7200000 1 2091
LR999939.1 7200001 7300000 2 12358
LR999939.1 7300001 7400000 1 2738
LR999939.1 7400001 7500000 4 6384
LR999939.1 7500001 7600000 7 15941
LR999939.1 7600001 7700000 5 20325
LR999939.1 7700001 7800000 0 
LR999939.1 7800001 7900000 0 
LR999939.1 7900001 8000000 1 3491
LR999939.1 8000001 8100000 0 
LR999939.1 8100001 8200000 0 
LR999939.1 8200001 8300000 1 4082
LR999939.1 8300001 8400000 0 
LR999939.1 8400001 8500000 0 
LR999939.1 8500001 8600000 9 37679
LR999939.1 8600001 8700000 5 18044
LR999939.1 8700001 8800000 6 19705
LR999939.1 8800001 8900000 0 
LR999939.1 8900001 9000000 2 11497
LR999939.1 9000001 9100000 7 28226
LR999939.1 9100001 9200000 8 20200
LR999939.1 9200001 9300000 5 26950
LR999939.1 9300001 9400000 5 17718
LR999939.1 9400001 9500000 1 3397
LR999939.1 9500001 9600000 4 11140
LR999939.1 9600001 9700000 0 
LR999939.1 9700001 9800000 0 
LR999939.1 9800001 9900000 0 
LR999939.1 9900001 10000000 3 9870
LR999939.1 10000001 10100000 1 4441
LR999939.1 10100001 10200000 2 11215
LR999939.1 10200001 10300000 0 
LR999939.1 10300001 10400000 0 
LR999939.1 10400001 10500000 0 
LR999939.1 10500001 10600000 3 39279
LR999939.1 10600001 10700000 4 23336
LR999939.1 10700001 10800000 4 16116
LR999939.1 10800001 10900000 2 8893
LR999939.1 10900001 11000000 0 
LR999939.1 11000001 11100000 0 
LR999939.1 11100001 11200000 7 35037
LR999939.1 11200001 11300000 7 51793
LR999939.1 11300001 11400000 3 44548
LR999939.1 11400001 11500000 2 32918
LR999939.1 11500001 11600000 3 13871
LR999939.1 11600001 11700000 6 31400
LR999939.1 11700001 11800000 5 37145
LR999939.1 11800001 11900000 2 27256
LR999939.1 11900001 12000000 1 971
LR999939.1 12000001 12100000 3 8291
LR999939.1 12100001 12200000 0 
LR999939.1 12200001 12300000 1 45739
LR999939.1 12300001 12400000 3 5371
LR999939.1 12400001 12500000 2 77628
LR999939.1 12500001 12600000 8 35159
LR999939.1 12600001 12700000 3 25171
LR999939.1 12700001 12800000 0 
LR999939.1 12800001 12900000 0 
LR999939.1 12900001 13000000 0 
LR999939.1 13000001 13100000 1 413
LR999939.1 13100001 13200000 1 10534
LR999939.1 13200001 13300000 1 224
LR999939.1 13300001 13400000 2 14635
LR999939.1 13400001 13500000 0 
LR999939.1 13500001 13600000 4 25063
LR999939.1 13600001 13700000 5 11971
LR999939.1 13700001 13800000 4 42071
LR999939.1 13800001 13900000 7 29567
LR999939.1 13900001 13916383 1 1445
LR999940.1 1 100000 3 7838
LR999940.1 100001 200000 0 
LR999940.1 200001 300000 4 2204
LR999940.1 300001 400000 1 10643
LR999940.1 400001 500000 1 1004
LR999940.1 500001 600000 3 14855
LR999940.1 600001 700000 3 2229
LR999940.1 700001 800000 5 5683
LR999940.1 800001 900000 4 16598
LR999940.1 900001 1000000 2 21122
LR999940.1 1000001 1100000 1 305
LR999940.1 1100001 1200000 3 8796
LR999940.1 1200001 1300000 1 9865
LR999940.1 1300001 1400000 0 
LR999940.1 1400001 1500000 2 1375
LR999940.1 1500001 1600000 1 200
LR999940.1 1600001 1700000 4 7839
LR999940.1 1700001 1800000 0 
LR999940.1 1800001 1900000 1 902
LR999940.1 1900001 2000000 0 
LR999940.1 2000001 2100000 1 16745
LR999940.1 2100001 2200000 1 482
LR999940.1 2200001 2300000 1 734
LR999940.1 2300001 2400000 2 1025
LR999940.1 2400001 2500000 1 1829
LR999940.1 2500001 2600000 4 39149
LR999940.1 2600001 2700000 2 1138
LR999940.1 2700001 2800000 1 563
LR999940.1 2800001 2900000 2 1510
LR999940.1 2900001 3000000 3 9516
LR999940.1 3000001 3100000 3 4166
LR999940.1 3100001 3200000 3 2130
LR999940.1 3200001 3300000 2 8507
LR999940.1 3300001 3400000 0 
LR999940.1 3400001 3500000 3 39260
LR999940.1 3500001 3600000 2 8615
LR999940.1 3600001 3700000 0 
LR999940.1 3700001 3800000 0 
LR999940.1 3800001 3900000 2 1021
LR999940.1 3900001 4000000 2 21614
LR999940.1 4000001 4100000 0 
LR999940.1 4100001 4200000 1 2444
LR999940.1 4200001 4300000 1 182
LR999940.1 4300001 4400000 1 31435
LR999940.1 4400001 4500000 2 1066
LR999940.1 4500001 4600000 0 
LR999940.1 4600001 4700000 1 63751
LR999940.1 4700001 4800000 1 524
LR999940.1 4800001 4900000 1 848
LR999940.1 4900001 5000000 4 8013
LR999940.1 5000001 5100000 1 692
LR999940.1 5100001 5200000 3 1296
LR999940.1 5200001 5300000 1 1202
LR999940.1 5300001 5400000 0 
LR999940.1 5400001 5500000 4 2600
LR999940.1 5500001 5600000 1 353
LR999940.1 5600001 5700000 0 
LR999940.1 5700001 5800000 0 
LR999940.1 5800001 5900000 1 587
LR999940.1 5900001 6000000 0 
LR999940.1 6000001 6100000 0 
LR999940.1 6100001 6200000 1 497
LR999940.1 6200001 6300000 5 3844
LR999940.1 6300001 6400000 1 65444
LR999940.1 6400001 6500000 1 404
LR999940.1 6500001 6600000 1 749
LR999940.1 6600001 6700000 1 155
LR999940.1 6700001 6800000 2 2476
LR999940.1 6800001 6900000 0 
LR999940.1 6900001 7000000 1 743
LR999940.1 7000001 7100000 4 5303
LR999940.1 7100001 7200000 0 
LR999940.1 7200001 7300000 0 
LR999940.1 7300001 7400000 0 
LR999940.1 7400001 7500000 0 
LR999940.1 7500001 7600000 0 
LR999940.1 7600001 7700000 3 6464
LR999940.1 7700001 7800000 1 770
LR999940.1 7800001 7900000 2 4984
LR999940.1 7900001 8000000 2 1263
LR999940.1 8000001 8100000 0 
LR999940.1 8100001 8200000 1 956
LR999940.1 8200001 8300000 1 827
LR999940.1 8300001 8400000 0 
LR999940.1 8400001 8500000 1 728
LR999940.1 8500001 8600000 0 
LR999940.1 8600001 8700000 2 1258
LR999940.1 8700001 8800000 0 
LR999940.1 8800001 8900000 2 1540
LR999940.1 8900001 9000000 2 1459
LR999940.1 9000001 9100000 2 1775
LR999940.1 9100001 9200000 3 1485
LR999940.1 9200001 9300000 0 
LR999940.1 9300001 9400000 0 
LR999940.1 9400001 9500000 1 872
LR999940.1 9500001 9600000 1 389
LR999940.1 9600001 9700000 2 61356
LR999940.1 9700001 9800000 3 12686
LR999940.1 9800001 9900000 1 746
LR999940.1 9900001 10000000 2 1336
LR999940.1 10000001 10100000 2 931
LR999940.1 10100001 10200000 2 1172
LR999940.1 10200001 10300000 4 2237
LR999940.1 10300001 10400000 0 
LR999940.1 10400001 10500000 0 
LR999940.1 10500001 10600000 1 605
LR999940.1 10600001 10700000 3 7679
LR999940.1 10700001 10800000 1 5025
LR999940.1 10800001 10900000 1 2087
LR999940.1 10900001 11000000 3 9905
LR999940.1 11000001 11100000 1 1007
LR999940.1 11100001 11200000 2 2717
LR999940.1 11200001 11300000 3 46369
LR999940.1 11300001 11400000 1 758
LR999940.1 11400001 11500000 3 6159
LR999940.1 11500001 11600000 2 19565
LR999940.1 11600001 11700000 1 742
LR999940.1 11700001 11800000 1 14432
LR999940.1 11800001 11900000 1 10405
LR999940.1 11900001 12000000 2 1721
LR999940.1 12000001 12100000 0 
LR999940.1 12100001 12200000 2 1768
LR999940.1 12200001 12300000 3 12364
LR999940.1 12300001 12400000 1 221
LR999940.1 12400001 12500000 3 1680
LR999940.1 12500001 12600000 4 23004
LR999940.1 12600001 12700000 2 2233
LR999940.1 12700001 12800000 2 34534
LR999940.1 12800001 12900000 1 23844
LR999940.1 12900001 13000000 4 17029
LR999940.1 13000001 13100000 0 
LR999940.1 13100001 13200000 2 1000
LR999940.1 13200001 13300000 2 9963
LR999940.1 13300001 13400000 0 
LR999940.1 13400001 13500000 3 5598
LR999940.1 13500001 13600000 3 18075
LR999940.1 13600001 13700000 2 8125
LR999940.1 13700001 13800000 1 611
LR999940.1 13800001 13819298 0 
LR999941.1 1 100000 8 12785
LR999941.1 100001 200000 4 8119
LR999941.1 200001 300000 1 350
LR999941.1 300001 400000 0 
LR999941.1 400001 500000 1 1900
LR999941.1 500001 600000 13 37614
LR999941.1 600001 700000 1 17141
LR999941.1 700001 800000 0 
LR999941.1 800001 900000 0 
LR999941.1 900001 1000000 1 2483
LR999941.1 1000001 1100000 1 1580
LR999941.1 1100001 1200000 0 
LR999941.1 1200001 1300000 0 
LR999941.1 1300001 1400000 2 6818
LR999941.1 1400001 1500000 2 13640
LR999941.1 1500001 1600000 4 20108
LR999941.1 1600001 1700000 2 5633
LR999941.1 1700001 1800000 4 13503
LR999941.1 1800001 1900000 0 
LR999941.1 1900001 2000000 0 
LR999941.1 2000001 2100000 0 
LR999941.1 2100001 2200000 1 3463
LR999941.1 2200001 2300000 2 3725
LR999941.1 2300001 2400000 12 80880
LR999941.1 2400001 2500000 1 13405
LR999941.1 2500001 2600000 2 4161
LR999941.1 2600001 2700000 2 1945
LR999941.1 2700001 2800000 0 
LR999941.1 2800001 2900000 0 
LR999941.1 2900001 3000000 2 2485
LR999941.1 3000001 3100000 5 28461
LR999941.1 3100001 3200000 3 18301
LR999941.1 3200001 3300000 0 
LR999941.1 3300001 3400000 0 
LR999941.1 3400001 3500000 0 
LR999941.1 3500001 3600000 8 25490
LR999941.1 3600001 3700000 4 32013
LR999941.1 3700001 3800000 3 17223
LR999941.1 3800001 3900000 2 12133
LR999941.1 3900001 4000000 3 15556
LR999941.1 4000001 4100000 2 4014
LR999941.1 4100001 4200000 1 6625
LR999941.1 4200001 4300000 0 
LR999941.1 4300001 4400000 1 1310
LR999941.1 4400001 4500000 1 8562
LR999941.1 4500001 4600000 0 
LR999941.1 4600001 4700000 0 
LR999941.1 4700001 4800000 1 15049
LR999941.1 4800001 4900000 0 
LR999941.1 4900001 5000000 0 
LR999941.1 5000001 5100000 1 3812
LR999941.1 5100001 5200000 5 20396
LR999941.1 5200001 5300000 2 24253
LR999941.1 5300001 5400000 4 8200
LR999941.1 5400001 5500000 5 11744
LR999941.1 5500001 5600000 10 24108
LR999941.1 5600001 5700000 0 
LR999941.1 5700001 5800000 0 
LR999941.1 5800001 5900000 0 
LR999941.1 5900001 6000000 0 
LR999941.1 6000001 6100000 1 6097
LR999941.1 6100001 6200000 2 23570
LR999941.1 6200001 6300000 1 3374
LR999941.1 6300001 6400000 0 
LR999941.1 6400001 6500000 0 
LR999941.1 6500001 6600000 15 44693
LR999941.1 6600001 6700000 5 21618
LR999941.1 6700001 6800000 2 3173
LR999941.1 6800001 6900000 7 26670
LR999941.1 6900001 7000000 7 15541
LR999941.1 7000001 7100000 9 9272
LR999941.1 7100001 7200000 6 10002
LR999941.1 7200001 7300000 15 46447
LR999941.1 7300001 7400000 1 11137
LR999941.1 7400001 7500000 3 9401
LR999941.1 7500001 7600000 12 26700
LR999941.1 7600001 7700000 8 27977
LR999941.1 7700001 7800000 10 38126
LR999941.1 7800001 7900000 6 19948
LR999941.1 7900001 8000000 7 21144
LR999941.1 8000001 8100000 9 31364
LR999941.1 8100001 8200000 5 15208
LR999941.1 8200001 8300000 1 6050
LR999941.1 8300001 8400000 8 41159
LR999941.1 8400001 8500000 3 8477
LR999941.1 8500001 8600000 8 15607
LR999941.1 8600001 8700000 7 15344
LR999941.1 8700001 8800000 5 24752
LR999941.1 8800001 8900000 5 21144
LR999941.1 8900001 9000000 3 18162
LR999941.1 9000001 9100000 9 22688
LR999941.1 9100001 9200000 7 18031
LR999941.1 9200001 9300000 6 26865
LR999941.1 9300001 9400000 1 993
LR999941.1 9400001 9500000 3 10798
LR999941.1 9500001 9600000 1 7217
LR999941.1 9600001 9700000 0 
LR999941.1 9700001 9800000 1 1352
LR999941.1 9800001 9900000 0 
LR999941.1 9900001 10000000 4 25535
LR999941.1 10000001 10100000 2 7296
LR999941.1 10100001 10200000 6 12208
LR999941.1 10200001 10300000 6 24486
LR999941.1 10300001 10400000 0 
LR999941.1 10400001 10500000 0 
LR999941.1 10500001 10600000 0 
LR999941.1 10600001 10700000 0 
LR999941.1 10700001 10800000 0 
LR999941.1 10800001 10900000 2 5434
LR999941.1 10900001 11000000 0 
LR999941.1 11000001 11100000 3 25467
LR999941.1 11100001 11200000 0 
LR999941.1 11200001 11300000 2 5801
LR999941.1 11300001 11400000 1 4127
LR999941.1 11400001 11500000 7 53962
LR999941.1 11500001 11600000 0 
LR999941.1 11600001 11700000 0 
LR999941.1 11700001 11800000 0 
LR999941.1 11800001 11900000 7 53707
LR999941.1 11900001 12000000 12 32226
LR999941.1 12000001 12100000 1 6638
LR999941.1 12100001 12200000 1 5126
LR999941.1 12200001 12300000 1 5218
LR999941.1 12300001 12400000 1 10799
LR999941.1 12400001 12500000 6 26298
LR999941.1 12500001 12600000 4 26360
LR999941.1 12600001 12700000 4 12855
LR999941.1 12700001 12800000 0 
LR999941.1 12800001 12900000 1 1025
LR999941.1 12900001 13000000 12 36387
LR999941.1 13000001 13100000 2 8745
LR999941.1 13100001 13200000 1 24579
LR999941.1 13200001 13300000 0 
LR999941.1 13300001 13400000 0 
LR999941.1 13400001 13500000 4 30551
LR999941.1 13500001 13600000 0 
LR999941.1 13600001 13700000 1 1127
LR999941.1 13700001 13774036 1 1007
LR999942.1 1 100000 2 4896
LR999942.1 100001 200000 0 
LR999942.1 200001 300000 0 
LR999942.1 300001 400000 0 
LR999942.1 400001 500000 1 530
LR999942.1 500001 600000 0 
LR999942.1 600001 700000 1 473
LR999942.1 700001 800000 2 43310
LR999942.1 800001 900000 6 20688
LR999942.1 900001 1000000 4 41245
LR999942.1 1000001 1100000 3 20729
LR999942.1 1100001 1200000 2 1831
LR999942.1 1200001 1300000 1 32242
LR999942.1 1300001 1400000 0 
LR999942.1 1400001 1500000 0 
LR999942.1 1500001 1600000 0 
LR999942.1 1600001 1700000 0 
LR999942.1 1700001 1800000 1 27846
LR999942.1 1800001 1900000 0 
LR999942.1 1900001 2000000 1 11326
LR999942.1 2000001 2100000 4 22303
LR999942.1 2100001 2200000 6 33613
LR999942.1 2200001 2300000 5 18518
LR999942.1 2300001 2400000 7 52073
LR999942.1 2400001 2500000 6 25304
LR999942.1 2500001 2600000 2 20011
LR999942.1 2600001 2700000 7 10915
LR999942.1 2700001 2800000 9 26427
LR999942.1 2800001 2900000 3 6012
LR999942.1 2900001 3000000 1 5845
LR999942.1 3000001 3100000 1 34233
LR999942.1 3100001 3200000 0 
LR999942.1 3200001 3300000 0 
LR999942.1 3300001 3400000 2 13457
LR999942.1 3400001 3500000 3 14385
LR999942.1 3500001 3600000 0 
LR999942.1 3600001 3700000 0 
LR999942.1 3700001 3800000 1 464
LR999942.1 3800001 3900000 8 23642
LR999942.1 3900001 4000000 10 46920
LR999942.1 4000001 4100000 12 35045
LR999942.1 4100001 4200000 8 23476
LR999942.1 4200001 4300000 0 
LR999942.1 4300001 4400000 3 8712
LR999942.1 4400001 4500000 2 1076
LR999942.1 4500001 4600000 4 8798
LR999942.1 4600001 4700000 9 35112
LR999942.1 4700001 4800000 2 1394
LR999942.1 4800001 4900000 2 4164
LR999942.1 4900001 5000000 4 19330
LR999942.1 5000001 5100000 12 40231
LR999942.1 5100001 5200000 8 31052
LR999942.1 5200001 5300000 4 18020
LR999942.1 5300001 5400000 0 
LR999942.1 5400001 5500000 1 635
LR999942.1 5500001 5600000 0 
LR999942.1 5600001 5700000 4 8739
LR999942.1 5700001 5800000 4 11314
LR999942.1 5800001 5900000 1 2969
LR999942.1 5900001 6000000 7 21842
LR999942.1 6000001 6100000 10 33251
LR999942.1 6100001 6200000 2 4686
LR999942.1 6200001 6300000 0 
LR999942.1 6300001 6400000 2 3822
LR999942.1 6400001 6500000 3 13011
LR999942.1 6500001 6600000 4 10765
LR999942.1 6600001 6700000 4 17408
LR999942.1 6700001 6800000 14 29023
LR999942.1 6800001 6900000 4 10249
LR999942.1 6900001 7000000 4 10621
LR999942.1 7000001 7100000 1 3060
LR999942.1 7100001 7200000 3 9489
LR999942.1 7200001 7300000 0 
LR999942.1 7300001 7400000 0 
LR999942.1 7400001 7500000 2 29022
LR999942.1 7500001 7600000 1 1054
LR999942.1 7600001 7700000 4 20751
LR999942.1 7700001 7800000 0 
LR999942.1 7800001 7900000 0 
LR999942.1 7900001 8000000 2 3999
LR999942.1 8000001 8100000 4 17263
LR999942.1 8100001 8200000 1 1015
LR999942.1 8200001 8300000 3 15584
LR999942.1 8300001 8400000 3 4828
LR999942.1 8400001 8500000 1 1918
LR999942.1 8500001 8600000 3 8824
LR999942.1 8600001 8700000 0 
LR999942.1 8700001 8800000 0 
LR999942.1 8800001 8900000 0 
LR999942.1 8900001 9000000 4 27481
LR999942.1 9000001 9100000 1 5397
LR999942.1 9100001 9200000 3 3524
LR999942.1 9200001 9300000 0 
LR999942.1 9300001 9400000 1 428
LR999942.1 9400001 9500000 5 9030
LR999942.1 9500001 9600000 9 27953
LR999942.1 9600001 9700000 3 10998
LR999942.1 9700001 9800000 5 28931
LR999942.1 9800001 9900000 4 32321
LR999942.1 9900001 10000000 1 6090
LR999942.1 10000001 10100000 0 
LR999942.1 10100001 10200000 2 15917
LR999942.1 10200001 10300000 5 35353
LR999942.1 10300001 10400000 2 20847
LR999942.1 10400001 10500000 5 49521
LR999942.1 10500001 10600000 2 11531
LR999942.1 10600001 10700000 5 37036
LR999942.1 10700001 10800000 1 587
LR999942.1 10800001 10900000 0 
LR999942.1 10900001 11000000 6 32314
LR999942.1 11000001 11100000 2 8286
LR999942.1 11100001 11200000 3 13948
LR999942.1 11200001 11300000 0 
LR999942.1 11300001 11400000 2 8862
LR999942.1 11400001 11500000 4 22996
LR999942.1 11500001 11600000 7 52329
LR999942.1 11600001 11700000 4 32668
LR999942.1 11700001 11800000 7 4652
LR999942.1 11800001 11900000 13 24421
LR999942.1 11900001 12000000 6 30174
LR999942.1 12000001 12100000 0 
LR999942.1 12100001 12200000 0 
LR999942.1 12200001 12300000 0 
LR999942.1 12300001 12400000 8 35599
LR999942.1 12400001 12500000 2 7988
LR999942.1 12500001 12600000 2 9942
LR999942.1 12600001 12700000 8 25056
LR999942.1 12700001 12800000 1 34040
LR999942.1 12800001 12900000 6 33212
LR999942.1 12900001 13000000 0 
LR999942.1 13000001 13100000 0 
